MARCA TEMPORAL;PAÍS;UNIVERSIDAD;OTRA UNIVERSIDAD;GENERO UNIVERSIDAD;¿ESTÁ DE ACUERDO EN QUE SE HAYA MODIFICADO EL MÉTODO DE ESTUDIO PARA LAS CLASES VIRTUALES?;¿ESTÁ DE ACUERDO EN QUE LA CONCENTRACIÓN O ATENCIÓN CON EL ESTUDIO, FUERON ALTERADOS?;¿HA CAMBIADO SU CURIOSIDAD Y MOTIVACIÓN CIENTÍFICA CON LA PANDEMIA?;¿ESTÁ DE ACUERDO EN QUE LOS SENTIMIENTOS (AFECTOS, EMOCIONES) FUERON ALTERADOS POR LA PANDEMIA?;¿CONSIDERA QUE LA SALUD MENTAL PUEDE ALTERAR EL COMPORTAMIENTO EN TODO TIPO DE PERSONA?;¿CONSIDERA QUE SITUACIONES EXTERNAS, PUEDEN DESENCADENAR UN PROBLEMA DE SALUD MENTAL?;ME HE RELACIONADO CON ALGÚN TIPO DE ALTERACIÓN MENTAL EN EL TRANSCURSO DE LA PANDEMIA.;¿CONSIDERA QUE UNA PERSONA CON UNA ALTERACIÓN MENTAL, PUEDE REPRESENTAR UN RIESGO PARA LOS DEMÁS?;¿CONSIDERA QUE EL CONFINAMIENTO LE HA PROPORCIONADO OTRAS ALTERNATIVAS PARA SU NUEVO APRENDIZAJE?;¿ESTÁ DE ACUERDO EN QUE UNA ALTERACIÓN MENTAL, CAUSA RECHAZO SOCIAL?;CONTESTE LA SIGUIENTE PREGUNTA, SOLO SI USTED HA TENIDO UNA ALTERACIÓN EN SU SALUD MENTAL DURANTE LA PANDEMIA Y PUDO HABLAR/COMPARTIR LO QUE LE PASABA(AFECTOS EMOCIONES), CON SUS PARES O SUPERIORES.  ¿EL APOYO EMOCIONAL RECIBIDO DURANTE LA PANDEMIA (POR PARES O SUPERIORES), LE PERMITIÓ MANEJAR SU SALUD MENTAL?;¿CONSIDERA QUE LA PANDEMIA CAMBIÓ SU RENDIMIENTO ACADÉMICO COMO ESTUDIANTE?
2021-06-30 18:58:08.263121;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;5;5;5;5;5;5;1;1;5;1;5
2021-06-30 19:05:15.483129;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;1;2;5;5;5;5;2;5;5;5;1
2021-06-30 19:05:55.499367;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;2;3;2;4;4;2;3;4;2;3;4
2021-06-30 19:06:02.989741;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;4;4;4;4;4;4;4;4;4
2021-06-30 19:06:12.098143;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;3;3;5;5;5;5;5;5;4;5;5
2021-06-30 19:06:38.250717;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;4;4;4;3;3;4;4;4;5
2021-06-30 19:06:40.977396;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;2;4;4;5;5;5;4;5;5;4;1;4
2021-06-30 19:06:57.494965;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;1;3;5;5;4;2;3;5;1;4;1
2021-06-30 19:08:01.306499;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;5;4;5;5;5;5;5;4;5;2;2
2021-06-30 19:09:17.751175;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;4;5;5;5;1;4;4;4;4;1
2021-06-30 19:09:19.808241;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;5;5;5;5;5;5;5;5;5;5;5
2021-06-30 19:09:33.624184;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;2;4;4;2;4;4;5;4;4;5
2021-06-30 19:10:52.733734;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;1;2;5;5;1;1;1;3;4;5;1;5
2021-06-30 19:11:13.561213;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;4;5;4;5;2;4;5;3;2;2
2021-06-30 19:11:24.872228;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;3;4;5;4;3;3;3;2;4;4
2021-06-30 19:12:02.929776;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;1;4;4;2;1;4;2;3;1;
2021-06-30 19:12:17.790251;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;5;4;5;4;4;3;3;4;4;2;4
2021-06-30 19:12:24.663895;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;5;5;5;5;5;5;5;1;5;1;5
2021-06-30 19:12:36.332211;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;4;4;4;4;4;4;4;4;4
2021-06-30 19:12:38.122205;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;4;2;1;5;5;1;4;5;4;1;4
2021-06-30 19:12:50.870423;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;5;5;5;5;5;1;5;1;1;5
2021-06-30 19:12:52.813706;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;3;2;4;3;4;3;4;4;5;3;3
2021-06-30 19:13:21.841928;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;3;3;4;3;3;2;4;3;3;3;3
2021-06-30 19:13:33.659984;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;2;4;4;5;4;2;3;5;3;2;2
2021-06-30 19:13:37.834856;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;1;1;1;1;1;1;2;5;1;1;1;3
2021-06-30 19:13:47.793446;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;3;3;3;4;2;3;3;4;4;3;2
2021-06-30 19:13:59.306023;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;5;4;4;1;4;4;4;1;4
2021-06-30 19:14:42.406529;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;5;5;5;5;4;5;5;5;3;3
2021-06-30 19:15:09.978012;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;3;3;2;4;3;2;3;4;2;5;2
2021-06-30 19:15:37.206723;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;5;5;5;5;4;4;4;5;5;4
2021-06-30 19:15:42.014660;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;5;5;5;5;5;5;4;3;4;5;5
2021-06-30 19:15:57.248103;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;2;3;3;4;3;2;4;5;2;1;1
2021-06-30 19:16:21.722151;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;1;1;1;4;4;4;4;4;4;2;3;2
2021-06-30 19:16:49.462392;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;4;3;5;5;1;2;5;5;1;5
2021-06-30 19:17:12.304134;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;2;2;2;2;2;2;2;2;2;3;3;1
2021-06-30 19:17:27.184357;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;3;1;3;3;3;1;4;3;1;1;1
2021-06-30 19:17:30.849913;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;3;5;5;5;5;5;4;4;4;5;4;5
2021-06-30 19:18:05.974485;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;3;2;1;5;5;3;2;4;1;2;3
2021-06-30 19:18:25.542041;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;4;1;2;5;3;1;5;5;5;1;1
2021-06-30 19:18:26.433817;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;4;5;5;5;3;5;4;5;3;5
2021-06-30 19:18:29.200162;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;3;4;5;4;3;1;4;2;1;5
2021-06-30 19:18:45.313990;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;3;3;4;5;3;5;3;5;5;1;5
2021-06-30 19:18:47.406651;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;4;5;4;4;1;2;5;2;5;4
2021-06-30 19:19:13.417553;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;4;4;4;4;4;4;4;4;4;4;4
2021-06-30 19:19:31.338844;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;1;2;4;4;4;4;4;4;4;4;4
2021-06-30 19:19:39.175740;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;4;4;4;4;3;3;4;4;3;4
2021-06-30 19:19:40.637498;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;2;2;2;5;5;4;5;5;4;4;4;5
2021-06-30 19:20:04.134959;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;5;5;4;4;4;3;4;4;3;4;4
2021-06-30 19:20:07.447975;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;3;5;5;5;5;5;5;5;5;5;5
2021-06-30 19:20:32.273894;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;5;5;5;5;5;1;5;5;5;3;1
2021-06-30 19:20:35.563693;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;3;3;5;1;5;5;5;1;4;5;1;3
2021-06-30 19:20:40.530151;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;4;4;4;4;2;4;4;4;2;4
2021-06-30 19:20:56.860005;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;4;4;5;4;5;1;5;5;1;2;2
2021-06-30 19:21:27.203062;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;5;5;4;5;3;4;4;3;3;4
2021-06-30 19:21:50.253342;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;1;3;5;4;4;3;2;5;4;3;3
2021-06-30 19:22:06.484663;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;5;5;5;5;4;4;5;4;4;2
2021-06-30 19:22:21.974873;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;5;5;5;5;5;4;3;1;3;5;5
2021-06-30 19:22:55.674914;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;3;4;3;4;2;1;4;4;4;3;3
2021-06-30 19:22:58.685733;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;3;3;5;5;4;4;4;4;4;3;4
2021-06-30 19:23:03.067433;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;2;3;3;5;5;1;4;3;4;4;2
2021-06-30 19:23:30.977318;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;4;3;5;4;4;4;3;4;4;3;4
2021-06-30 19:23:34.945470;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;5;5;4;4;3;4;5;4;3;3
2021-06-30 19:23:38.943550;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;5;3;5;5;5;4;2;4;4;4;4
2021-06-30 19:23:40.631003;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;3;4;1;4;4;4;4;4;4;1;3
2021-06-30 19:23:40.831609;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;3;5;5;3;3;1;3;5;3;1;1
2021-06-30 19:24:55.357000;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;2;5;5;5;4;3;4;4;4;4
2021-06-30 19:25:03.589624;ECUADOR;;UNIVERSIDAD ESTATAL DE MILAGRO;FEMENINO;4;4;2;5;4;4;4;4;4;4;4;4
2021-06-30 19:25:23.764584;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;4;2;4;4;4;4;3;4;4;3;4
2021-06-30 19:25:24.471060;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;3;2;2;3;3;1;3;3;3;1;2
2021-06-30 19:25:38.003388;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;2;1;4;4;4;3;5;2;1;2;3;1
2021-06-30 19:26:55.841155;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;4;4;4;5;5;2;4;3;4;4;4
2021-06-30 19:27:24.469932;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;3;5;4;4;5;2;1;2;4;4
2021-06-30 19:27:38.959483;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;5;4;4;5;5;4;3;4;4;3;3
2021-06-30 19:27:50.482684;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;3;4;5;5;5;4;3;4;4;4;5
2021-06-30 19:27:58.209103;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;4;4;5;5;5;3;5;5;5;1;2
2021-06-30 19:28:00.211837;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;5;5;5;4;2;4;4;3;1
2021-06-30 19:28:14.933655;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;3;3;3;4;3;2;1;2;4;2;2;2
2021-06-30 19:28:47.705778;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;4;2;2;2;3;1;4;4;3;3;4
2021-06-30 19:29:08.674076;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;4;4;4;4;3;3;3;3;4
2021-06-30 19:29:44.230477;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;5;5;5;5;5;5;5;5;5;3;4
2021-06-30 19:30:08.097970;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;3;3;4;3;3;3;3;4;3;3;3;3
2021-06-30 19:30:24.218165;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;5;4;5;5;5;3;3;4;4;3;4
2021-06-30 19:30:31.798044;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;2;5;5;4;4;1;4;4;4;2;4
2021-06-30 19:30:45.002097;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;4;4;4;5;4;2;4;4;2;4;2
2021-06-30 19:31:17.031500;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;4;5;4;3;3;4;4;3;4;5
2021-06-30 19:31:32.512622;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;5;4;5;5;4;4;5;4;5;1;4
2021-06-30 19:31:38.835262;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;2;4;4;4;2;5;4;2;1;4
2021-06-30 19:31:39.474287;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;3;3;4;4;3;2;2;3;4;3;3
2021-06-30 19:31:57.436584;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;3;2;1;4;4;1;4;4;2;3;4
2021-06-30 19:33:08.500667;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;3;3;5;2;2;1;3;3;1;1;1
2021-06-30 19:33:21.576924;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;3;5;5;5;5;5;5;5;5;5;5
2021-06-30 19:33:33.361439;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;4;4;4;5;3;4;4;4;3;4
2021-06-30 19:34:04.870105;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;2;4;4;4;4;3;2;3;4;3;4
2021-06-30 19:34:08.124974;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;4;5;5;5;5;4;3;5;2;2;4
2021-06-30 19:34:46.633443;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;1;3;4;5;4;1;2;4;4;2;4
2021-06-30 19:34:47.001420;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;3;4;2;4;4;4;4;4;4;4;1
2021-06-30 19:36:15.218072;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;1;2;4;1;1;2;2;4;4;2;4;3
2021-06-30 19:36:19.642525;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;5;4;5;5;5;4;3;4;4;4;
2021-06-30 19:36:32.361866;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;4;2;5;4;5;1;4;3;3;3;3
2021-06-30 19:36:45.688167;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;3;5;5;5;1;4;5;1;2;1
2021-06-30 19:36:48.660781;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;3;5;5;4;2;5;5;5;4;3
2021-06-30 19:36:56.486492;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;3;2;2;3;3;2;2;4;2;1;1
2021-06-30 19:37:07.876780;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;4;5;5;4;5;2;4;4;3;2
2021-06-30 19:37:09.314499;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;5;5;5;5;4;1;4;5;4;3;1
2021-06-30 19:37:18.268662;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;1;1;4;3;3;3;3;3;3;3;2;2
2021-06-30 19:37:22.589547;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;4;4;3;4;4;2;2;4;2;4;4
2021-06-30 19:37:54.136338;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;4;4;5;4;3;4;5;4;4;3
2021-06-30 19:37:54.509965;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;3;4;4;5;5;4;4;5;4;4;4
2021-06-30 19:37:57.748406;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;4;5;5;4;2;4;4;4;4;2
2021-06-30 19:38:14.680261;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;1;5;4;5;5;5;2;5;5;5;3;5
2021-06-30 19:38:51.417163;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;4;5;3;4;5;2;4;2;4;4
2021-06-30 19:39:12.370659;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;4;4;4;4;4;4;4;4;2
2021-06-30 19:39:22.805230;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;5;4;1;1;1;4;1;2;4;3;3
2021-06-30 19:39:31.736680;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;4;5;5;5;5;5;1;4;4;4
2021-06-30 19:39:33.685236;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;2;5;3;2;5;3;2;4;4;5;1;1
2021-06-30 19:39:33.996261;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;4;4;5;5;5;1;2;5;2;2;4
2021-06-30 19:40:28.605311;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;1;1;5;5;5;5;5;5;5;5;5
2021-06-30 19:40:50.142163;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;2;4;4;4;3;2;4;5;4;5;5
2021-06-30 19:41:40.021774;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;1;4;3;5;5;5;2;5;4;5;3;2
2021-06-30 19:41:54.123180;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;4;4;4;5;5;5;4;4;3;5;4
2021-06-30 19:41:57.325507;ARGENTINA;UNIVERSIDAD TECNOLOGICA NACIONAL;;MASCULINO;4;5;4;5;5;5;4;2;3;1;1;5
2021-06-30 19:42:16.268187;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;2;4;2;4;5;5;2;5;4;5;3;5
2021-06-30 19:42:30.607559;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;2;4;5;5;5;3;5;5;3;5
2021-06-30 19:42:47.658362;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;1;2;1;1;1;4;1;4;5;5;1;4
2021-06-30 19:42:49.926216;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;2;3;4;4;4;2;3;4;3;1;3
2021-06-30 19:43:10.498295;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;3;3;5;5;5;3;3;4;2;3;3
2021-06-30 19:43:10.602924;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;2;3;2;4;5;5;5;2;2;2;3;1
2021-06-30 19:43:59.625179;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;5;3;5;4;4;4;2;4;4;2;5;4
2021-06-30 19:44:08.732299;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;2;2;1;3;3;1;2;3;3;3;1
2021-06-30 19:44:25.208301;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;5;5;4;5;5;5;4;4;5;1;3
2021-06-30 19:44:39.863451;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;3;2;4;5;5;5;3;5;5;5;3;5
2021-06-30 19:44:53.182554;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;4;3;5;4;4;3;2;3;2;1;3
2021-06-30 19:45:00.608867;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;3;3;5;4;4;3;4;3;4;3;4
2021-06-30 19:45:03.157142;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;2;3;5;5;3;1;4;5;5;3;3
2021-06-30 19:46:06.627248;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;4;4;5;5;4;2;3;2;4;2;4
2021-06-30 19:46:31.456449;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;2;2;4;4;4;1;1;4;3;3;2
2021-06-30 19:46:43.468029;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;4;4;4;3;4;4;4;3;4
2021-06-30 19:47:03.997976;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;1;4;1;3;5;3;2;5;4;4;5;1
2021-06-30 19:47:13.824467;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;3;3;5;5;4;2;2;5;4;1;2
2021-06-30 19:47:26.884082;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;3;4;4;5;5;5;5;4;5;3;4;4
2021-06-30 19:47:55.532642;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;5;4;4;5;4;1;4;4;4;3;4
2021-06-30 19:47:59.368482;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;5;5;5;5;5;4;4;5;4;5;5
2021-06-30 19:48:01.187920;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;4;5;4;4;2;4;4;1;1;2
2021-06-30 19:48:26.268578;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;3;1;2;3;1;3;4;1;4;1;1
2021-06-30 19:48:54.383309;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;3;3;1;3;3;3;1;3;3;3;1;1
2021-06-30 19:49:26.165035;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;5;4;5;5;4;4;2;5;4;1;1
2021-06-30 19:49:31.514024;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;4;5;5;5;3;5;4;5;4;1
2021-06-30 19:49:49.199824;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;5;3;5;5;4;4;3;4;2;3;5
2021-06-30 19:50:07.991964;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;2;1;2;5;4;3;3;5;3;3;3
2021-06-30 19:50:09.769525;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;4;4;4;4;4;4;4;4;4
2021-06-30 19:50:12.278585;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;2;3;2;4;4;4;3;1;2;3;2;2
2021-06-30 19:50:48.198384;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;3;5;5;5;5;4;3;4;4;3;1
2021-06-30 19:50:56.935851;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;2;5;5;5;4;5;3;5;3;5;4;4
2021-06-30 19:52:00.437965;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;4;4;3;4;5;4;2;3;4;3;3;2
2021-06-30 19:52:02.961591;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;4;4;4;4;4;2;4;4;3;4;4
2021-06-30 19:52:08.747333;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;1;3;2;3;4;4;3;4;4;4;1;3
2021-06-30 19:52:10.331500;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;4;4;4;5;4;3;4;4;2;4;4
2021-06-30 19:52:20.071346;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;1;1;4;3;4;1;1;5;5;1;1;1
2021-06-30 19:52:42.806540;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;5;1;2;5;5;4;2;3;5;3;4;3
2021-06-30 19:52:49.921526;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;1;3;5;5;5;5;3;5;5;1;3
2021-06-30 19:52:53.752119;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;MASCULINO;3;2;3;4;5;4;4;4;4;4;4;4
2021-06-30 19:52:59.531037;ECUADOR;UNIVERSIDAD ESTATAL DE MILAGRO;;FEMENINO;4;2;4;5;5;4;4;3;4;2;5;4
